po_number,product_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,total_cost,order_status,delay_days,rush_order,receiving_warehouse
PO-2026-00203,PROD-1200,SUP-11,2024-01-18,2024-02-09,2024-02-12,155,155,286.86,44463.3,Received,3,1,WH01
PO-2026-00204,PROD-1082,SUP-19,2024-05-29,2024-06-27,2024-06-29,300,300,441.87,132561.0,Received,2,0,WH02
PO-2024-00205,PROD-1209,SUP-09,2024-04-26,2024-05-08,2024-05-14,121,60,166.71,20171.91,Received,6,1,WH04
PO-2026-00206,PROD-1000,SUP-22,2025-12-28,2026-01-03,2026-01-09,110,110,9.95,1094.5,Received,6,0,WH02
PO-2024-00207,PROD-1158,SUP-14,2024-10-03,2024-10-12,2024-10-16,169,169,140.88,23808.719999999998,Received,4,1,WH04
PO-2024-00208,PROD-1198,SUP-01,2025-11-18,2025-12-09,2025-12-08,93,93,116.63,10846.59,Received,-1,0,WH01
PO-2025-00209,PROD-1027,SUP-09,2024-04-24,2024-05-10,2024-05-11,79,79,482.7,38133.299999999996,Received,1,1,WH02
PO-2026-00210,PROD-1160,SUP-12,2025-07-06,2025-07-24,2025-07-24,100,100,423.64,42364.0,Received,0,0,WH04
PO-2026-00211,PROD-1054,SUP-01,2024-11-19,2024-12-20,2024-12-23,140,140,485.91,68027.40000000001,Received,3,1,WH02
PO-2024-00212,PROD-1112,SUP-21,2024-07-04,2024-07-15,2024-07-16,156,156,18.46,2879.76,Received,1,1,WH01
PO-2024-00213,PROD-1076,SUP-05,2025-05-23,2025-06-17,2025-06-27,87,87,312.93,27224.91,Received,10,0,WH01
PO-2025-00214,PROD-1111,SUP-03,2025-08-06,2025-08-17,2025-08-19,274,274,206.7,56635.799999999996,Received,2,0,WH03
PO-2025-00215,PROD-1182,SUP-15,2025-12-04,2025-12-30,2026-01-03,181,181,372.6,67440.6,Received,4,0,WH03
PO-2025-00216,PROD-1084,SUP-01,2025-12-22,2026-01-17,2026-01-25,71,62,62.8,4458.8,Received,8,1,WH04
PO-2026-00217,PROD-1095,SUP-07,2025-04-17,2025-05-19,2025-05-19,276,276,346.83,95725.08,Received,0,1,WH03
PO-2025-00218,PROD-1010,SUP-15,2025-02-06,2025-03-14,2025-03-11,223,223,213.73,47661.79,Received,-3,0,WH04
PO-2026-00219,PROD-1077,SUP-20,2025-07-31,2025-09-09,2025-09-18,143,143,149.23,21339.89,Received,9,1,WH02
PO-2024-00220,PROD-1042,SUP-18,2024-12-15,2024-12-24,2024-12-25,147,147,326.24,47957.28,Received,1,1,WH03
PO-2026-00221,PROD-1149,SUP-04,2024-07-07,2024-07-19,2024-07-20,57,57,89.13,5080.41,Received,1,0,WH02
PO-2024-00222,PROD-1052,SUP-13,2024-06-10,2024-07-03,2024-07-03,104,104,281.5,29276.0,Received,0,0,WH04
PO-2024-00223,PROD-1078,SUP-18,2024-08-31,2024-09-19,2024-09-16,225,225,54.54,12271.5,Received,-3,0,WH02
PO-2025-00224,PROD-1166,SUP-14,2024-03-10,2024-04-06,2024-04-05,259,259,393.1,101812.90000000001,Received,-1,0,WH04
PO-2026-00225,PROD-1112,SUP-21,2024-09-22,2024-10-28,2024-10-29,208,208,18.46,3839.6800000000003,Received,1,0,WH02
PO-2025-00226,PROD-1055,SUP-12,2024-01-31,2024-02-12,2024-02-11,99,99,424.76,42051.24,Received,-1,1,WH04
PO-2024-00227,PROD-1207,SUP-09,2025-02-16,2025-03-14,2025-03-12,51,51,374.36,19092.36,Received,-2,0,WH03
PO-2025-00228,PROD-1038,SUP-03,2024-03-08,2024-03-22,2024-03-30,180,180,356.25,64125.0,Received,8,1,WH02
PO-2026-00229,PROD-1201,SUP-06,2024-06-13,2024-07-16,2024-07-18,236,236,384.74,90798.64,Received,2,0,WH01
PO-2026-00230,PROD-1089,SUP-15,2025-10-11,2025-10-24,2025-10-23,149,149,2.26,336.73999999999995,Received,-1,0,WH01
PO-2024-00231,PROD-1132,SUP-20,2025-02-13,2025-02-21,2025-02-18,262,247,429.46,112518.51999999999,Received,-3,1,WH03
PO-2026-00232,PROD-1213,SUP-07,2025-07-27,2025-08-08,2025-08-15,217,217,39.52,8575.84,Received,7,1,WH01
PO-2025-00233,PROD-1086,SUP-21,2025-01-15,2025-01-22,2025-01-26,204,151,453.6,92534.40000000001,Received,4,0,WH01
PO-2026-00234,PROD-1053,SUP-16,2025-09-03,2025-09-23,2025-09-29,188,188,192.7,36227.6,Received,6,0,WH04
PO-2026-00235,PROD-1165,SUP-01,2025-01-11,2025-02-17,2025-02-18,210,210,467.95,98269.5,Received,1,1,WH04
PO-2026-00236,PROD-1185,SUP-09,2025-03-15,2025-04-22,2025-04-19,277,277,272.19,75396.63,Received,-3,0,WH03
PO-2025-00237,PROD-1164,SUP-11,2026-01-07,2026-01-24,2026-01-21,289,284,425.76,123044.64,Received,-3,1,WH03
PO-2024-00238,PROD-1105,SUP-01,2024-06-17,2024-07-10,2024-07-16,175,175,348.76,61033.0,Received,6,1,WH02
PO-2026-00239,PROD-1175,SUP-06,2024-09-18,2024-09-30,2024-09-28,188,188,225.32,42360.159999999996,Received,-2,1,WH03
PO-2025-00240,PROD-1130,SUP-06,2024-06-26,2024-07-18,2024-07-23,137,137,255.08,34945.96,Received,5,0,WH01
PO-2024-00241,PROD-1114,SUP-01,2024-03-22,2024-04-24,2024-04-22,115,115,317.91,36559.65,Received,-2,1,WH04
PO-2026-00242,PROD-1173,SUP-05,2024-04-21,2024-05-11,2024-05-21,88,88,154.07,13558.16,Received,10,0,WH03
PO-2024-00243,PROD-1017,SUP-09,2024-09-13,2024-10-21,2024-10-27,100,100,463.48,46348.0,Received,6,1,WH03
PO-2025-00244,PROD-1007,SUP-17,2026-01-31,2026-02-11,2026-02-19,236,236,196.75,46433.0,Received,8,0,WH02
PO-2026-00245,PROD-1193,SUP-19,2024-11-19,2024-12-22,2024-12-28,105,105,218.33,22924.65,Received,6,1,WH01
PO-2026-00246,PROD-1072,SUP-22,2025-06-21,2025-07-23,2025-08-01,114,114,471.54,53755.560000000005,Received,9,1,WH04
PO-2025-00247,PROD-1212,SUP-17,2025-12-10,2026-01-18,2026-01-22,186,186,490.21,91179.06,Received,4,1,WH04
PO-2026-00248,PROD-1216,SUP-14,2024-02-10,2024-03-19,2024-03-24,69,69,135.7,9363.3,Received,5,1,WH01
PO-2025-00249,PROD-1141,SUP-22,2024-03-06,2024-03-24,2024-03-23,88,88,259.84,22865.92,Received,-1,1,WH01
PO-2025-00250,PROD-1183,SUP-14,2024-05-13,2024-06-22,2024-06-19,103,103,361.03,37186.09,Received,-3,0,WH02
PO-2026-00251,PROD-1176,SUP-17,2024-01-07,2024-01-24,2024-01-25,242,242,497.24,120332.08,Received,1,1,WH01
PO-2026-00252,PROD-1083,SUP-22,2025-02-09,2025-02-27,2025-03-03,178,178,163.52,29106.56,Received,4,0,WH04
PO-2025-00253,PROD-1102,SUP-09,2024-11-30,2024-12-25,2024-12-22,136,136,34.32,4667.52,Received,-3,0,WH03
PO-2024-00254,PROD-1161,SUP-03,2025-05-08,2025-06-11,2025-06-11,155,155,428.45,66409.75,Received,0,0,WH01
PO-2026-00255,PROD-1086,SUP-21,2025-06-08,2025-07-06,2025-07-08,272,272,453.6,123379.20000000001,Received,2,0,WH02
PO-2026-00256,PROD-1162,SUP-17,2024-04-12,2024-04-17,2024-04-17,216,216,203.45,43945.2,Received,0,0,WH03
PO-2026-00257,PROD-1007,SUP-17,2025-02-04,2025-03-11,2025-03-14,101,101,196.75,19871.75,Received,3,1,WH01
PO-2024-00258,PROD-1204,SUP-12,2025-10-02,2025-10-14,2025-10-17,107,107,236.03,25255.21,Received,3,0,WH02
PO-2026-00259,PROD-1030,SUP-18,2024-11-20,2024-12-07,2024-12-14,173,173,149.54,25870.42,Received,7,0,WH04
PO-2026-00260,PROD-1134,SUP-06,2024-10-28,2024-12-05,2024-12-08,155,155,111.68,17310.4,Received,3,1,WH04
PO-2026-00261,PROD-1062,SUP-08,2025-06-27,2025-07-04,2025-07-13,263,263,220.79,58067.77,Received,9,0,WH02
PO-2024-00262,PROD-1065,SUP-09,2026-01-09,2026-01-26,2026-02-05,191,191,238.73,45597.43,Received,10,0,WH03
PO-2024-00263,PROD-1203,SUP-07,2025-03-14,2025-04-13,2025-04-15,251,251,497.29,124819.79000000001,Received,2,1,WH02
PO-2025-00264,PROD-1134,SUP-06,2024-05-01,2024-05-12,2024-05-13,172,172,111.68,19208.960000000003,Received,1,0,WH04
PO-2026-00265,PROD-1007,SUP-17,2025-11-21,2025-12-11,2025-12-12,201,201,196.75,39546.75,Received,1,1,WH03
PO-2025-00266,PROD-1001,SUP-17,2024-09-22,2024-10-11,2024-10-21,61,61,116.99,7136.389999999999,Received,10,1,WH02
PO-2026-00267,PROD-1002,SUP-18,2024-12-20,2025-01-22,2025-01-30,168,168,122.03,20501.04,Received,8,1,WH03
PO-2026-00268,PROD-1095,SUP-07,2025-01-13,2025-02-16,2025-02-15,101,101,346.83,35029.83,Received,-1,0,WH01
PO-2026-00269,PROD-1078,SUP-18,2024-12-05,2024-12-27,2024-12-28,50,50,54.54,2727.0,Received,1,0,WH02
PO-2026-00270,PROD-1044,SUP-14,2025-01-06,2025-01-20,2025-01-19,57,57,425.32,24243.239999999998,Received,-1,1,WH02
PO-2024-00271,PROD-1146,SUP-19,2025-06-14,2025-07-01,2025-07-06,68,68,271.64,18471.52,Received,5,0,WH01
PO-2024-00272,PROD-1155,SUP-02,2026-01-01,2026-02-03,2026-02-13,134,134,280.03,37524.02,Received,10,1,WH04
PO-2025-00273,PROD-1124,SUP-04,2025-01-01,2025-01-06,2025-01-14,207,207,236.21,48895.47,Received,8,0,WH02
PO-2024-00274,PROD-1094,SUP-11,2024-06-27,2024-07-23,2024-07-22,122,122,243.45,29700.899999999998,Received,-1,1,WH04
PO-2026-00275,PROD-1203,SUP-07,2025-01-14,2025-02-16,2025-02-21,212,212,497.29,105425.48000000001,Received,5,0,WH01
PO-2025-00276,PROD-1191,SUP-08,2024-09-22,2024-11-01,2024-11-07,76,76,244.4,18574.4,Received,6,1,WH03
PO-2024-00277,PROD-1046,SUP-07,2024-09-03,2024-10-07,2024-10-12,292,292,49.51,14456.92,Received,5,1,WH04
PO-2026-00278,PROD-1216,SUP-14,2025-04-04,2025-05-03,2025-05-04,135,135,135.7,18319.5,Received,1,0,WH02
PO-2025-00279,PROD-1116,SUP-07,2025-09-28,2025-10-10,2025-10-07,143,143,266.41,38096.630000000005,Received,-3,0,WH01
PO-2024-00280,PROD-1102,SUP-09,2025-06-18,2025-06-26,2025-07-04,163,163,34.32,5594.16,Received,8,1,WH04
PO-2025-00281,PROD-1024,SUP-03,2025-04-21,2025-05-31,2025-05-31,236,192,374.17,88304.12000000001,Received,0,1,WH03
PO-2025-00282,PROD-1090,SUP-06,2025-08-29,2025-09-13,2025-09-21,252,252,177.58,44750.16,Received,8,0,WH01
PO-2026-00283,PROD-1216,SUP-14,2024-11-25,2024-12-07,2024-12-10,218,218,135.7,29582.6,Received,3,0,WH04
PO-2026-00284,PROD-1063,SUP-16,2024-03-09,2024-03-20,2024-03-25,278,278,102.46,28483.879999999997,Received,5,1,WH01
PO-2024-00285,PROD-1077,SUP-20,2024-12-30,2025-02-06,2025-02-16,53,53,149.23,7909.19,Received,10,0,WH02
PO-2026-00286,PROD-1179,SUP-20,2024-01-19,2024-02-01,2024-02-08,120,91,247.96,29755.2,Received,7,0,WH01
PO-2026-00287,PROD-1046,SUP-07,2024-11-15,2024-12-04,2024-12-04,153,153,49.51,7575.03,Received,0,0,WH01
PO-2026-00288,PROD-1131,SUP-20,2025-12-05,2025-12-31,2025-12-28,151,151,348.51,52625.01,Received,-3,1,WH01
PO-2025-00289,PROD-1161,SUP-03,2025-05-16,2025-05-29,2025-06-03,145,86,428.45,62125.25,Received,5,0,WH02
PO-2026-00290,PROD-1036,SUP-05,2024-07-06,2024-08-01,2024-08-02,139,139,9.01,1252.3899999999999,Received,1,1,WH03
PO-2026-00291,PROD-1114,SUP-01,2025-02-04,2025-03-10,2025-03-14,218,218,317.91,69304.38,Received,4,1,WH01
PO-2025-00292,PROD-1128,SUP-09,2024-01-19,2024-02-24,2024-02-21,293,293,399.58,117076.94,Received,-3,1,WH02
PO-2025-00293,PROD-1106,SUP-18,2024-05-31,2024-06-09,2024-06-06,244,244,356.71,87037.23999999999,Received,-3,0,WH01
PO-2024-00294,PROD-1159,SUP-22,2025-08-12,2025-09-08,2025-09-08,168,168,350.78,58931.03999999999,Received,0,0,WH01
PO-2025-00295,PROD-1003,SUP-20,2025-10-27,2025-11-13,2025-11-16,255,255,342.27,87278.84999999999,Received,3,1,WH03
PO-2025-00296,PROD-1043,SUP-15,2025-08-11,2025-08-31,2025-09-05,270,270,457.65,123565.5,Received,5,0,WH03
PO-2026-00297,PROD-1039,SUP-14,2024-02-08,2024-03-07,2024-03-16,77,77,395.51,30454.27,Received,9,1,WH03
PO-2025-00298,PROD-1217,SUP-16,2025-04-21,2025-04-28,2025-05-01,58,58,243.67,14132.859999999999,Received,3,0,WH04
PO-2026-00299,PROD-1208,SUP-20,2025-10-01,2025-10-17,2025-10-23,267,267,476.63,127260.20999999999,Received,6,1,WH03
PO-2025-00300,PROD-1024,SUP-03,2025-04-02,2025-04-20,2025-04-26,276,276,374.17,103270.92,Received,6,1,WH01
PO-2024-00301,PROD-1129,SUP-12,2024-06-15,2024-07-18,2024-07-25,238,238,77.06,18340.28,Received,7,1,WH03
PO-2026-00302,PROD-1114,SUP-01,2025-01-07,2025-02-16,2025-02-25,131,131,317.91,41646.21000000001,Received,9,1,WH02
PO-2024-00303,PROD-1046,SUP-07,2024-11-11,2024-11-25,2024-11-28,89,89,49.51,4406.389999999999,Received,3,0,WH03
PO-2026-00304,PROD-1044,SUP-14,2024-01-16,2024-02-24,2024-02-22,133,133,425.32,56567.56,Received,-2,0,WH04
PO-2024-00305,PROD-1194,SUP-20,2025-05-18,2025-06-04,2025-06-10,120,120,176.34,21160.8,Received,6,0,WH01
PO-2025-00306,PROD-1187,SUP-08,2025-04-28,2025-05-31,2025-06-04,280,280,318.89,89289.2,Received,4,1,WH03
PO-2024-00307,PROD-1116,SUP-07,2025-06-28,2025-07-12,2025-07-15,236,218,266.41,62872.76000000001,Received,3,1,WH01
PO-2025-00308,PROD-1150,SUP-10,2025-09-09,2025-09-20,2025-09-17,279,279,491.12,137022.48,Received,-3,1,WH03
PO-2026-00309,PROD-1159,SUP-22,2024-11-14,2024-11-29,2024-12-02,130,130,350.78,45601.399999999994,Received,3,1,WH03
PO-2025-00310,PROD-1002,SUP-18,2025-03-23,2025-03-31,2025-03-30,281,281,122.03,34290.43,Received,-1,0,WH02
PO-2025-00311,PROD-1154,SUP-19,2025-10-15,2025-10-30,2025-11-01,62,44,482.78,29932.359999999997,Received,2,0,WH01
PO-2025-00312,PROD-1048,SUP-13,2026-01-07,2026-02-11,2026-02-19,168,168,335.08,56293.439999999995,Received,8,1,WH01
PO-2025-00313,PROD-1120,SUP-08,2025-01-27,2025-02-23,2025-02-26,108,108,42.26,4564.08,Received,3,1,WH03
PO-2024-00314,PROD-1129,SUP-12,2025-05-08,2025-06-11,2025-06-11,193,193,77.06,14872.58,Received,0,1,WH01
PO-2025-00315,PROD-1209,SUP-09,2024-07-02,2024-08-05,2024-08-04,229,123,166.71,38176.590000000004,Received,-1,1,WH02
PO-2025-00316,PROD-1081,SUP-19,2024-06-05,2024-06-28,2024-06-30,199,199,209.42,41674.579999999994,Received,2,1,WH02
PO-2024-00317,PROD-1029,SUP-11,2024-10-05,2024-11-07,2024-11-14,233,233,139.45,32491.85,Received,7,0,WH03
PO-2024-00318,PROD-1192,SUP-15,2025-12-19,2025-12-27,2025-12-30,267,267,453.24,121015.08,Received,3,1,WH02
PO-2024-00319,PROD-1201,SUP-06,2025-10-10,2025-11-11,2025-11-11,217,217,384.74,83488.58,Received,0,0,WH02
PO-2024-00320,PROD-1160,SUP-12,2024-03-22,2024-04-08,2024-04-14,225,225,423.64,95319.0,Received,6,1,WH02
PO-2026-00321,PROD-1096,SUP-15,2024-12-07,2024-12-17,2024-12-21,204,204,136.17,27778.679999999997,Received,4,1,WH04
PO-2026-00322,PROD-1151,SUP-22,2024-01-21,2024-02-28,2024-03-03,255,255,259.28,66116.4,Received,4,0,WH02
PO-2026-00323,PROD-1189,SUP-09,2025-05-14,2025-05-22,2025-05-20,123,123,295.76,36378.479999999996,Received,-2,1,WH01
PO-2026-00324,PROD-1046,SUP-07,2024-12-20,2025-01-09,2025-01-08,77,77,49.51,3812.27,Received,-1,1,WH02
PO-2024-00325,PROD-1167,SUP-16,2025-08-12,2025-09-15,2025-09-19,79,79,335.16,26477.640000000003,Received,4,1,WH03
PO-2026-00326,PROD-1190,SUP-15,2025-05-18,2025-06-19,2025-06-29,138,138,489.49,67549.62,Received,10,1,WH02
PO-2025-00327,PROD-1218,SUP-18,2024-04-11,2024-04-21,2024-04-23,183,183,187.6,34330.799999999996,Received,2,1,WH01
PO-2025-00328,PROD-1003,SUP-20,2025-11-04,2025-12-05,2025-12-03,141,141,342.27,48260.07,Received,-2,1,WH03
PO-2026-00329,PROD-1012,SUP-16,2025-06-23,2025-07-15,2025-07-19,216,216,284.71,61497.35999999999,Received,4,0,WH01
PO-2024-00330,PROD-1218,SUP-18,2024-10-01,2024-10-28,2024-11-01,67,67,187.6,12569.199999999999,Received,4,1,WH02
PO-2024-00331,PROD-1062,SUP-08,2024-12-16,2025-01-24,2025-02-03,188,188,220.79,41508.52,Received,10,0,WH01
PO-2024-00332,PROD-1016,SUP-21,2025-12-05,2025-12-22,2025-12-23,292,292,198.78,58043.76,Received,1,1,WH03
PO-2025-00333,PROD-1018,SUP-17,2025-07-08,2025-07-30,2025-07-27,58,58,364.18,21122.44,Received,-3,0,WH01
PO-2026-00334,PROD-1121,SUP-05,2025-01-02,2025-01-10,2025-01-11,123,123,186.09,22889.07,Received,1,1,WH02
PO-2024-00335,PROD-1170,SUP-12,2024-05-18,2024-06-14,2024-06-19,173,173,470.19,81342.87,Received,5,0,WH04
PO-2024-00336,PROD-1133,SUP-04,2024-05-10,2024-05-29,2024-05-30,154,154,164.33,25306.820000000003,Received,1,0,WH03
PO-2025-00337,PROD-1203,SUP-07,2026-01-28,2026-02-23,2026-03-01,189,189,497.29,93987.81,Received,6,0,WH01
PO-2025-00338,PROD-1199,SUP-16,2025-02-23,2025-03-03,2025-03-12,129,129,250.6,32327.399999999998,Received,9,0,WH04
PO-2025-00339,PROD-1058,SUP-14,2024-12-31,2025-01-31,2025-02-09,122,122,129.52,15801.44,Received,9,1,WH01
PO-2025-00340,PROD-1015,SUP-08,2025-04-17,2025-05-17,2025-05-14,208,208,225.98,47003.84,Received,-3,1,WH02
PO-2024-00341,PROD-1066,SUP-14,2024-12-22,2025-01-30,2025-02-09,104,104,282.51,29381.04,Received,10,0,WH04
PO-2025-00342,PROD-1116,SUP-07,2024-10-16,2024-11-02,2024-11-04,277,147,266.41,73795.57,Received,2,1,WH03
PO-2024-00343,PROD-1134,SUP-06,2025-10-06,2025-11-04,2025-11-11,207,207,111.68,23117.760000000002,Received,7,1,WH04
PO-2025-00344,PROD-1120,SUP-08,2025-10-05,2025-11-04,2025-11-05,134,134,42.26,5662.84,Received,1,0,WH04
PO-2025-00345,PROD-1034,SUP-08,2026-01-28,2026-02-27,2026-03-02,224,224,198.65,44497.6,Received,3,1,WH01
PO-2024-00346,PROD-1199,SUP-16,2025-03-03,2025-03-19,2025-03-29,234,234,250.6,58640.4,Received,10,1,WH01
PO-2026-00347,PROD-1109,SUP-08,2024-12-13,2025-01-14,2025-01-23,290,290,134.86,39109.4,Received,9,1,WH02
PO-2025-00348,PROD-1009,SUP-18,2025-03-08,2025-03-24,2025-04-02,72,72,378.17,27228.24,Received,9,1,WH02
PO-2026-00349,PROD-1113,SUP-02,2024-08-23,2024-09-04,2024-09-02,60,60,173.85,10431.0,Received,-2,0,WH04
PO-2025-00350,PROD-1219,SUP-08,2025-10-17,2025-10-25,2025-10-25,65,65,198.56,12906.4,Received,0,1,WH01
PO-2026-00351,PROD-1034,SUP-08,2025-10-27,2025-11-13,2025-11-21,189,189,198.65,37544.85,Received,8,0,WH02
PO-2026-00352,PROD-1196,SUP-13,2025-09-19,2025-10-13,2025-10-15,147,79,335.12,49262.64,Received,2,0,WH04
PO-2026-00353,PROD-1140,SUP-19,2024-11-14,2024-11-22,2024-12-01,53,53,199.99,10599.470000000001,Received,9,1,WH04
PO-2024-00354,PROD-1142,SUP-13,2025-12-07,2025-12-17,2025-12-21,290,226,419.18,121562.2,Received,4,0,WH03
PO-2024-00355,PROD-1102,SUP-09,2025-11-25,2025-12-14,2025-12-17,253,253,34.32,8682.960000000001,Received,3,1,WH02
PO-2024-00356,PROD-1090,SUP-06,2024-08-16,2024-08-28,2024-08-28,280,280,177.58,49722.4,Received,0,1,WH02
PO-2024-00357,PROD-1104,SUP-16,2025-03-18,2025-04-02,2025-04-02,216,216,124.94,26987.04,Received,0,1,WH04
PO-2026-00358,PROD-1187,SUP-08,2024-05-29,2024-07-03,2024-07-09,179,179,318.89,57081.31,Received,6,1,WH04
PO-2024-00359,PROD-1185,SUP-09,2025-08-29,2025-09-27,2025-09-26,179,179,272.19,48722.01,Received,-1,0,WH02
PO-2025-00360,PROD-1159,SUP-22,2025-08-25,2025-09-17,2025-09-22,298,298,350.78,104532.43999999999,Received,5,0,WH02
PO-2025-00361,PROD-1067,SUP-16,2024-01-23,2024-02-09,2024-02-11,121,121,348.37,42152.770000000004,Received,2,0,WH03
PO-2024-00362,PROD-1195,SUP-22,2025-04-09,2025-05-11,2025-05-15,224,224,323.26,72410.23999999999,Received,4,1,WH02
PO-2024-00363,PROD-1182,SUP-15,2025-06-07,2025-07-15,2025-07-15,249,249,372.6,92777.40000000001,Received,0,1,WH04
PO-2025-00364,PROD-1181,SUP-16,2024-09-22,2024-10-28,2024-11-02,120,120,184.5,22140.0,Received,5,1,WH01
PO-2025-00365,PROD-1191,SUP-08,2024-12-12,2025-01-13,2025-01-21,291,291,244.4,71120.40000000001,Received,8,0,WH03
PO-2024-00366,PROD-1207,SUP-09,2025-09-03,2025-09-26,2025-09-26,258,258,374.36,96584.88,Received,0,0,WH04
PO-2026-00367,PROD-1178,SUP-09,2025-03-19,2025-04-03,2025-04-03,157,157,11.0,1727.0,Received,0,0,WH03
PO-2025-00368,PROD-1017,SUP-09,2024-02-03,2024-03-06,2024-03-11,200,174,463.48,92696.0,Received,5,1,WH04
PO-2025-00369,PROD-1138,SUP-01,2024-08-28,2024-09-18,2024-09-19,91,91,49.9,4540.9,Received,1,1,WH04
PO-2026-00370,PROD-1179,SUP-20,2024-05-14,2024-05-19,2024-05-28,150,126,247.96,37194.0,Received,9,1,WH02
PO-2024-00371,PROD-1183,SUP-14,2024-06-01,2024-06-19,2024-06-28,239,177,361.03,86286.17,Received,9,1,WH04
PO-2026-00372,PROD-1016,SUP-21,2025-02-26,2025-03-15,2025-03-16,278,278,198.78,55260.840000000004,Received,1,1,WH03
PO-2026-00373,PROD-1194,SUP-20,2025-05-11,2025-06-15,2025-06-24,266,266,176.34,46906.44,Received,9,1,WH04
PO-2026-00374,PROD-1033,SUP-05,2024-04-02,2024-04-15,2024-04-18,72,72,212.85,15325.199999999999,Received,3,0,WH02
PO-2025-00375,PROD-1189,SUP-09,2024-07-09,2024-07-27,2024-07-26,60,60,295.76,17745.6,Received,-1,0,WH02
PO-2025-00376,PROD-1216,SUP-14,2024-06-16,2024-06-27,2024-06-29,267,267,135.7,36231.899999999994,Received,2,1,WH03
PO-2026-00377,PROD-1190,SUP-15,2025-12-03,2025-12-24,2025-12-31,97,97,489.49,47480.53,Received,7,0,WH04
PO-2025-00378,PROD-1046,SUP-07,2024-06-18,2024-07-22,2024-07-19,167,167,49.51,8268.17,Received,-3,1,WH03
PO-2026-00379,PROD-1103,SUP-03,2024-08-06,2024-08-15,2024-08-18,81,81,128.45,10404.449999999999,Received,3,1,WH01
PO-2025-00380,PROD-1012,SUP-16,2026-01-19,2026-02-26,2026-02-26,233,233,284.71,66337.43,Received,0,0,WH04
PO-2025-00381,PROD-1091,SUP-02,2024-01-17,2024-02-07,2024-02-16,138,138,153.78,21221.64,Received,9,1,WH04
PO-2025-00382,PROD-1059,SUP-18,2025-08-25,2025-08-31,2025-09-08,160,160,22.14,3542.4,Received,8,1,WH03
PO-2026-00383,PROD-1121,SUP-05,2024-12-18,2025-01-26,2025-02-05,161,144,186.09,29960.49,Received,10,1,WH04
PO-2026-00384,PROD-1108,SUP-12,2025-09-16,2025-10-06,2025-10-09,239,239,498.87,119229.93000000001,Received,3,1,WH02
PO-2026-00385,PROD-1108,SUP-12,2024-02-05,2024-02-22,2024-02-29,89,89,498.87,44399.43,Received,7,1,WH01
PO-2025-00386,PROD-1181,SUP-16,2025-03-30,2025-04-13,2025-04-23,207,207,184.5,38191.5,Received,10,1,WH01
PO-2026-00387,PROD-1164,SUP-11,2025-04-16,2025-05-12,2025-05-19,176,176,425.76,74933.76,Received,7,0,WH02
PO-2025-00388,PROD-1067,SUP-16,2025-03-03,2025-04-05,2025-04-05,228,228,348.37,79428.36,Received,0,1,WH03
PO-2024-00389,PROD-1013,SUP-15,2024-04-04,2024-04-20,2024-04-17,224,224,17.59,3940.16,Received,-3,1,WH01
PO-2024-00390,PROD-1065,SUP-09,2025-12-07,2026-01-09,2026-01-11,230,230,238.73,54907.899999999994,Received,2,0,WH03
PO-2026-00391,PROD-1142,SUP-13,2025-09-02,2025-09-12,2025-09-20,132,132,419.18,55331.76,Received,8,1,WH02
PO-2024-00392,PROD-1089,SUP-15,2024-07-07,2024-07-22,2024-07-23,209,145,2.26,472.34,Received,1,1,WH01
PO-2025-00393,PROD-1135,SUP-10,2024-04-13,2024-05-03,2024-05-04,62,62,356.15,22081.3,Received,1,0,WH02
PO-2025-00394,PROD-1213,SUP-07,2025-03-12,2025-03-24,2025-03-25,121,121,39.52,4781.92,Received,1,1,WH04
PO-2025-00395,PROD-1056,SUP-10,2025-11-18,2025-12-03,2025-12-13,187,187,361.42,67585.54000000001,Received,10,1,WH02
PO-2025-00396,PROD-1114,SUP-01,2024-06-14,2024-06-22,2024-06-19,71,71,317.91,22571.61,Received,-3,0,WH01
PO-2026-00397,PROD-1161,SUP-03,2024-07-07,2024-07-13,2024-07-18,256,256,428.45,109683.2,Received,5,1,WH01
PO-2026-00398,PROD-1194,SUP-20,2024-08-08,2024-09-01,2024-08-30,153,153,176.34,26980.02,Received,-2,1,WH02
PO-2025-00399,PROD-1171,SUP-21,2024-04-13,2024-05-20,2024-05-27,177,177,486.88,86177.76,Received,7,0,WH03
PO-2024-00400,PROD-1076,SUP-05,2024-05-17,2024-06-11,2024-06-14,249,156,312.93,77919.57,Received,3,1,WH01
PO-2025-00401,PROD-1071,SUP-22,2024-05-22,2024-06-30,2024-06-29,184,184,103.12,18974.08,Received,-1,1,WH03
PO-2025-00402,PROD-1068,SUP-01,2024-08-25,2024-09-08,2024-09-11,130,130,71.39,9280.7,Received,3,1,WH03
PO-2026-00403,PROD-1184,SUP-19,2025-04-07,2025-05-02,2025-05-12,169,169,155.41,26264.29,Received,10,0,WH01
PO-2024-00404,PROD-1058,SUP-14,2025-04-17,2025-04-26,2025-04-28,124,124,129.52,16060.480000000001,Received,2,0,WH03
PO-2026-00405,PROD-1157,SUP-18,2025-08-19,2025-09-02,2025-09-09,220,220,95.98,21115.600000000002,Received,7,1,WH03
PO-2026-00406,PROD-1190,SUP-15,2025-07-06,2025-08-15,2025-08-25,210,164,489.49,102792.90000000001,Received,10,1,WH02
